url,type
http://idwcadcam.com.au/cni/index.html,phishing
http://gabia-frontend-dev.com/wordpress/document/bookmark/ii.php?rand=13InboxLightaspxn.1774256418&amp;fid.4.1252899642&amp;fid=1&amp;fav.1&amp;rand.13InboxLight.aspxn.1774256418&amp;fid.1252899642&amp;fid.1&amp;fav.1&amp;email=&amp;.rand=13InboxLight.aspx?n=1774256418&amp;fid=4,phishing
http://gabia-frontend-dev.com/wordpress/document/bookmark/ii.php?rand=13InboxLightaspxn.1774256418,phishing
http://duniaflowmeter.com/ebi/others/m.i.php?rand=13InboxLightaspxn.1774256418,phishing
http://duniaflowmeter.com/ebi/others/,phishing
http://duniaflowmeter.com/ebi/others/m.i.php?.rand=13InboxLight.aspx?n=1774256418,phishing
http://dotartprinting.com/js/index,phishing
http://dotartprinting.com/js/index/,phishing
http://hicksmath.com/wp-admin/includes/dgdg/index.htm,phishing
http://hicksmath.com/wp-admin/includes/dgdg/,phishing
http://quintadaconchada.com/view/,phishing
http://gabia-frontend-dev.com/wordpress/document/bookmark/ii.php?.rand=13InboxLight.aspx?n=1774256418&amp;email=&amp;fav.1=&amp;fid=1&amp;fid=4&amp;fid.1=&amp;fid.1252899642=&amp;fid.4.1252899642=&amp;rand=13InboxLightaspxn.1774256418&amp;rand.13InboxLight.aspxn.1774256418=,phishing
http://forschermaeuse.de/administrator/components/ourtime.html,phishing
http://duniaflowmeter.com/ebi/others/m.i.php?.rand=13InboxLight.aspx?n=1774256418&amp;fav.1=&amp;fid=1&amp;fid=4&amp;fid.1=&amp;fid.1252899642=&amp;fid.4.1252899642=&amp;rand=13InboxLightaspxn.1774256418&amp;rand.13InboxLight.aspxn.1774256418=&amp;username=&amp;username1=,phishing
http://forschermaeuse.de/administrator/components/dropbox/,phishing
http://mobile.free.fr/moncompte/index.php,phishing
http://gabia-frontend-dev.com/wordpress/document/bookmark/ii.php,phishing
http://jeffteza.com/jeff/teza.php,phishing
http://totaltradieaustralia.com.au/wp-admin/mail/AOL/index-aol.html,phishing
http://bpparupurwokerto.com/wp-admin/images/google%20duchtml,phishing
http://privacy-fanpage.uk.ht/facebook.com-help,phishing
http://postosp400.com/wps/portal/ipiranga/inicio/!ut/p/a1/04_Sj9CPykssy0xPLMnMz0vM0Q90LSrKL9L3g1BA2SizeG8PExMPJxMDL3-nMCMDRyN_Y2O34BAnM3MzoIJIoAIDHMDRgJD-cP0ovEqCzKEK8FhRkB6VFuzpqAgApQtllw!!/dl5/,phishing
http://postosp400.com/wps/portal/ipiranga/inicio/!ut/p/a1/04_Sj9CPykssy0xPLMnMz0vMAfGjzOK9PUxMPJxMDLz8ncKMDByN_I2N3YJDnMzMzYAKIoEKDHAARwNC-sP1o_AqCTKHKsBjRUFuhEGmo6IiAIN0ChE!/dl5/,phishing
http://callumanderson.me/wp-includes/Gmail/Login.html,phishing
http://thjacobsen.no/layouts/plugins/,phishing
http://cm-srviceetalis.com/1/cm/d8d48a5fb6a7032f6579b50c66ffddc0/lb.php?id=13698&amp;default=0b3bff635aa0416719c4088f33c501c6,phishing
http://hicksmath.com/wp-admin/includes/grhhr/index.htm,phishing
http://hyundaitanphu.vn/wp-content/themes/bazar/theme/templates/portfolios/simply/css/submit/048362caed2fc782f59f7d72e18fca92/,phishing
http://hyundaitanphu.vn/wp-content/themes/bazar/theme/templates/portfolios/simply/css/submit/index.php,phishing
http://postosp400.com/wps/portal/ipiranga/inicio/!ut/p/a1/,phishing
http://thjacobsen.no/layouts/plugins/?&amp;email=abuse@dboutdoor.com,phishing
http://automatemyhome.com/wp-includes/fonts/file/files/db/file.dropbox,phishing
http://babysale.co.kr/technote/image/click,phishing
http://babysale.co.kr/technote/image/fm/aol.php,phishing
http://propharmaconsultants.com/RxNews/wp-includes/Text/BANCO-PICHINCHA/BANCO-PICHINCHA/BANCO-PICHINCHA/,phishing
http://hospitalitymobile.net/6/aol.php,phishing
http://automatemyhome.com/wp-includes/fonts/file/files/db/file.dropbox/index.php,phishing
http://thjacobsen.no/layouts/plugins,phishing
http://babysale.co.kr/technote/image/fm/aol.htm,phishing
http://1mesasdepool.com/images/images/drpboxn.htm,phishing
http://bsasmayorista.com.ar/includes/includes/main.htm,phishing
http://uptaxi.net/cli/sess/7e7a5dabf73d5230496b91b9665f949c,phishing
http://uptaxi.net/cli/sess/7e7a5dabf73d5230496b91b9665f949c/,phishing
http://webmail.comunedimassafra.it/index_classic.html?_v_=v4r2b25.20160106_1400,phishing
http://cyberoxen.com/1Drivefiles/index.php,phishing
http://exposign.nl/site/media/revenue/login.htm,phishing
http://mespa.com.tr/bin/status/contactform.php,phishing
http://ohmycom.es/os/s/,phishing
http://ohmycom.es/os/s,phishing
http://osteosynteza.pl/fa/,phishing
http://ibank.standardchartered.com.my/nfs/login.htm?err=,phishing
http://postosp400.com/wps/portal/ipiranga/inicio/!ut/p/a1/04_Sj9CPykssy0xPLMnMz0vMAfGjzOK9PUxMPJxMDLz8ncKMDByN_I2N3YJDnMzMzYAKIoEKDHAARwNC-sP1o_AqCTKHKsBjRUFuhEGmo6IiAIN0ChE!/,phishing
http://jjhouse.cn/phpwind/u.php,phishing
http://roachbrothersptng.com/cms/wp-admin/css/lee/dhl,phishing
http://roachbrothersptng.com/cms/wp-admin/css/lee/dhl/,phishing
http://site-images.similarcdn.com/image?url=sandbox.paypal.com&amp;t=2&amp;s=1&amp;h=4353403808692771942,phishing
http://disenosyservicios.com/a,phishing
http://dejeunerlivre.fr/skin/dropBOX/db,phishing
http://ldtravel.ro/media/dropbOX/index.html,phishing
http://my.ascendiarealestate.com/content/files/weblogin.html,phishing
http://garyburdenforrtwerk.com/wp-admin/Ourtime.com/Ourtime.com/ourtime.html,phishing
http://fbmagicrecharge.wapka.me/index.php,phishing
http://kingsway.cm/images/.x/x/index.php,phishing
http://1mesasdepool.com/images/images/tat.htm,phishing
http://potbnb.com/sources/aliy.htm,phishing
http://only1bellanykole.com/hg.htm,phishing
http://aor.gr/components/com_users/models/sc/newp/ii.php?rand=13InboxLightaspxn.1774256418&amp;fid.4.1252899642&amp;fid=1&amp;fav.1&amp;rand.13InboxLight.aspxn.1774256418&amp;fid.1252899642&amp;fid.1&amp;fav.1&amp;email=&amp;.rand=13InboxLight.aspx?n=1774256418&amp;fid=4,phishing
http://kiaservice.gr/layouts/joomla/toolbar/webmail/mail.htm?cmd,phishing
http://advisa.je/images/dox/1211/,phishing
http://aor.gr/components/com_users/models/sc/newp/ii.php?rand=13InboxLightaspxn.1774256418&fid.4.1252899642&fid=1&fav.1&rand.13InboxLight.aspxn.1774256418&fid.1252899642&fid.1&fav.1&email=&.rand=13InboxLight.aspx?n=1774256418&fid=4#n=1252899642&fid=1&fav=1,phishing
http://aor.gr/components/com_users/models/sc/newp,phishing
http://wilencote.co.nz/wp-includes/temp.php?file=Security_Measures.html,phishing
http://bit.ly/1U9tDJJ,phishing
http://logotropio.gr/images/phocagallery/login/,phishing
http://logotropio.gr/images/phocagallery/login,phishing
http://1mesasdepool.com/images/images/Dropbx.htm,phishing
