url,type
https://www.emporis.com/building/tour-axa-montreal-canada,legitimate
https://www.emporis.com/building/tourdelabanqueroyale-montreal-canada,legitimate
https://www.emporis.com/building/tourdelabourse-montreal-canada,legitimate
https://www.emporis.com/building/tourkpmg-montreal-canada,legitimate
https://www.emporis.com/building/townpavilion-kansascity-mo-usa,legitimate
https://www.emporis.com/building/tribunetower-oakland-ca-usa,legitimate
https://www.emporis.com/building/twapilotflighttrainingcenter-kansascity-mo-usa,legitimate
https://www.emporis.com/city/montreal-canada,legitimate
https://www.emporis.com/company/ellerbe-becket-inc-minneapolis-mn-usa,legitimate
https://www.emporis.com/company/johncarlwarneckeassociates-sanfrancisco-ca-usa,legitimate
https://www.emporis.com/company/williamlebaronjenney-chicago-il-usa,legitimate
https://www.emporis.com/street/boulevard-de-maisonneuve-ouest-montreal-canada,legitimate
https://www.empoweringeducators.com/index.html,legitimate
https://www.empoweringparents.com/My-Kid-Wont-Get-Out-of-Bed-Stop-the-Morning-Madness-Now.php,legitimate
https://www.empowher.com/aids-hiv/content/age-and-race-impact-women-s-hiv-risk,legitimate
https://www.empress-empire.com/shop/product_info.php?products_id=2182,legitimate
https://www.empress-empire.com/shop/product_info.php?products_id=2338,legitimate
https://www.emptymirrorbooks.com/features/summer-of-love-2007.html,legitimate
https://www.emptysymbols.com/,legitimate
https://www.emptythebench.com/2010/05/11/rajon-rondo-2010-nba-playoffs/,legitimate
https://www.emrconsultant.com/forum/topic/442-emergis-announces-acquisition-of-dinmar-consulting/,legitimate
https://www.emsb.qc.ca/,legitimate
https://www.emsb.qc.ca/en/adults_en/pages/adultvocational.asp?id=201,legitimate
https://www.emsb.qc.ca/en/index_en.asp,legitimate
https://www.emsb.qc.ca/en/pressroom_en/pages/onefieldingfocus.asp?id=64,legitimate
https://www.emsb.qc.ca/en/pressroom_en/pages/onepressrelease.asp?id=449,legitimate
https://www.emsb.qc.ca/en/pressroom_en/photoalbum/2005to2006/2006-06-20-CurtisGeorge/index.htm,legitimate
https://www.emsb.qc.ca/honoremercier/,legitimate
https://www.emsb.qc.ca/honoremercier/Home&School.htm,legitimate
https://www.emsb.qc.ca/mackay/,legitimate
https://www.emsb.qc.ca/mackay/generalinformation.htm,legitimate
https://www.emsb.qc.ca/marymount/,legitimate
https://www.emsb.qc.ca/marymount/aboutus/staff-list.html,legitimate
