url,type
https://pub-fca7bb32d166490ba82fc26f782c2f5d.r2.dev/www.outlook.office...,phishing
https://cloudflare-ipfs.com/ipfs/QmWoeaX35s2W6CnSgqniNtyZKpktuK84fYkub...,phishing
http://tinyurl.com/2p8mw45j,phishing
https://freepayzone.com/?gra=f1c1d9113&transaction_id=65a6953ccdaa...,phishing
https://taplink.cc/att.net.data,phishing
https://usatax-id-me.top/sn5Tow?IJU=vz3AvEsrCY...,phishing
https://firebasestorage.googleapis.com/v0/b/ssssss-f1c45.appspot.com/o...,phishing
https://inter-pen24.webcindario.com/,phishing
https://firebasestorage.googleapis.com/v0/b/nfmzlevlnwccconct.appspot....,phishing
https://firebasestorage.googleapis.com/v0/b/zimbra-af9a6.appspot.com/o...,phishing
https://pub-ea085c81d4294877a6b2c8c05fe930ad.r2.dev/zimbra.html...,phishing
https://psy5unz9.page.link/Rdse,phishing
https://dev-loadingdashboard.pantheonsite.io/,phishing
https://dev-wordingpresking.pantheonsite.io/,phishing
https://dev-kingdopressword.pantheonsite.io/,phishing
https://dev-working-ingresarks.pantheonsite.io/...,phishing
https://card.habilitar.click/ITAU-CARD/inicio.php...,phishing
https://dev-wordpressingki.pantheonsite.io/,phishing
https://risu.io/IQrfe,phishing
https://risu.io/QHD5A,phishing
https://ferrangag19.wixsite.com/loginyahooattmail...,phishing
https://yso11jxmw6ie-1323816442.cos.ap-singapore.myqcloud.com/yso11jxm...,phishing
https://pichinchawebb.webcindario.com/,phishing
https://sofiashinedetailing.bg/Webmail/webmail.php?email=user@example....,phishing
https://policies-community.com/link/,phishing
https://jp.mercario.cb-tuning.com/,phishing
https://usatax-id-me.com/sn5Tow/ebz=hxi5ncOXZN...,phishing
http://tinyurl.com/49mpnp4u?ebz=hxi5ncOXZN,phishing
https://dev-deaworgerchit.pantheonsite.io/,phishing
https://docs.google.com/presentation/d/e/2PACX-1vScri2hm5s5bRiQitojq2n...,phishing
https://jp.mercariuser.haia-sf.com/,phishing
https://bodyqueen.info/red.php#ZG9taW5pYy5yb2huZXJAdW5pbC5jaA==...,phishing
https://printedgazebos.com/folder/de-ch/eov.php?id=b17446af05919be6e83...,phishing
https://u5069959.ct.sendgrid.net/ls/click?upn=uM2SVLiIq6meIy8ehXv7JD43...,phishing
https://0d79d442-84bb-49a8-b37f-aa58c146652c-00-2k1ocu8p06jp0.janeway.,phishing
http://proteccion-hbdleon-do.hstn.me/?i=2,phishing
https://v1-check-refund.pages.dev/,phishing
https://www.horacialeal.com/now/,phishing
https://customer258769455.portal.membersuite.com/Logout.aspx?n=https:/...,phishing
https://nkiiojud.elementor.cloud/10101111-sss/...,phishing
https://dp-d.00282768.xyz/drrpsxjd/onidPO/8,phishing
https://docs.google.com/presentation/d/e/2PACX-1vRmqjoZHbUF-xPtjEVB9w-...,phishing
http://tinyurl.com/9MJXAnPDoRDkDWmpW7zUk73eWaeuPO/...,phishing
https://tinyurl.com/9MJXAnPDoRDkDWmpW7zUk73eWaeuPO/...,phishing
https://postich.shop/de/,phishing
https://keepo.io/advancedhelpdesk,phishing
https://new.express.adobe.com/webpage/3nzAuyXe247i5...,phishing
https://mryanwl9.wixsite.com/yahoo,phishing
https://keepo.io/attyahoo/,phishing
https://keepo.io/attyahoo,phishing
https://ppl0web-5nnms7c8u8.live-website.com/ch/...,phishing
https://docs.google.com/presentation/u/4/d/e/2PACX-1vT40GsU8IeBOWEKg6f...,phishing
https://docs.google.com/presentation/d/e/2PACX-1vSgzvYpcfLH8u8xRpsK__9...,phishing
https://docs.google.com/presentation/d/e/2PACX-1vSLw__MMGNJ9GqjNm5ELoZ...,phishing
https://docs.google.com/presentation/d/e/2PACX-1vT0wbgDVfbi90LJlpJOxuu...,phishing
https://docs.google.com/presentation/u/4/d/e/2PACX-1vT40GsU8IeBOWEKg6f...,phishing
https://docs.google.com/presentation/d/e/2PACX-1vSVG_fkTrrhrdvPowwWGjK...,phishing
https://docs.google.com/presentation/d/e/2PACX-1vRY4Y0MThxTVtpgE_ucf9s...,phishing
https://docs.google.com/presentation/d/e/2PACX-1vSmVQdFeDwGVilZKx9g-we...,phishing
https://docs.google.com/presentation/d/e/2PACX-1vR3_1YSUK6eRHzf1hjbVKb...,phishing
https://docs.google.com/presentation/d/e/2PACX-1vRCEle7ipacyh64QXV89oz...,phishing
https://docs.google.com/presentation/d/e/2PACX-1vQwqYvrVQ4d_EqkGVzB16q...,phishing
https://docs.google.com/presentation/d/e/2PACX-1vQwqYvrVQ4d_EqkGVzB16q...,phishing
http://allegrolokalnie.ogloszenia24h-7.pl,phishing
