url,type
https://www.songlyrics.com/rob-base-f-dj-ez-rock-lyrics/,legitimate
https://www.songlyrics.com/rob-rock/eagle-lyrics/,legitimate
https://www.songlyrics.com/rufus-wainwright-lyrics/,legitimate
https://www.songlyrics.com/rui-da-silva-f-cassandra/touch-me-lyrics/,legitimate
https://www.songlyrics.com/saafir/can-u-feel-me-lyrics/,legitimate
https://www.songlyrics.com/sam-roberts-lyrics/,legitimate
https://www.songlyrics.com/sam-roberts/dead-end-lyrics/,legitimate
https://www.songlyrics.com/seasick-steve/dark-lyrics/,legitimate
https://www.songlyrics.com/selau/a-man-that-goes-lyrics/,legitimate
https://www.songlyrics.com/sesame-street/she-ll-be-comin-round-the-mountain-lyrics/,legitimate
https://www.songlyrics.com/shades-of-blue-lyrics/,legitimate
https://www.songlyrics.com/sheila-e-lyrics/,legitimate
https://www.songlyrics.com/simple-plan-lyrics/,legitimate
https://www.songlyrics.com/souls-of-mischief-lyrics/,legitimate
https://www.songlyrics.com/souls-of-mischief/proper-aim-lyrics/,legitimate
https://www.songlyrics.com/spiritualized/ladies-and-gentlemen-we-are-floating-in-space-lyrics/,legitimate
https://www.songlyrics.com/starbuck/lash-larue-lyrics/,legitimate
https://www.songlyrics.com/stonewall-jackson/man-has-cried-lyrics/,legitimate
https://www.songlyrics.com/stranglers/mad-hatter-lyrics/,legitimate
https://www.songlyrics.com/sunset-rubdown-lyrics/,legitimate
https://www.songlyrics.com/sunset-rubdown/dragonslayer/,legitimate
https://www.songlyrics.com/taproot/impact-lyrics/,legitimate
https://www.songlyrics.com/taproot/now-lyrics/,legitimate
https://www.songlyrics.com/tea-party-lyrics/,legitimate
https://www.songlyrics.com/tea-party/chimera-lyrics/,legitimate
https://www.songlyrics.com/tea-party/temptation-lyrics/,legitimate
https://www.songlyrics.com/tech-n9ne-lyrics/,legitimate
https://www.songlyrics.com/tech-n9ne/sinister-tech-lyrics/,legitimate
https://www.songlyrics.com/the-ataris/my-reply-in-album-so-long-astoria-lyrics/,legitimate
https://www.songlyrics.com/the-ataris/so-long-astoria-lyrics/,legitimate
https://www.songlyrics.com/the-besnard-lakes/albatross-lyrics/,legitimate
https://www.songlyrics.com/the-besnard-lakes/light-up-the-night-lyrics/,legitimate
https://www.songlyrics.com/the-besnard-lakes/the-lonely-moan-lyrics/,legitimate
https://www.songlyrics.com/the-gadjits-lyrics/,legitimate
https://www.songlyrics.com/the-gadjits/traffic-tickets-lyrics/,legitimate
https://www.songlyrics.com/the-ghost-inside/fury-and-the-fallen-ones/,legitimate
https://www.songlyrics.com/the-isley-brothers/who-s-that-lady-lyrics/,legitimate
https://www.songlyrics.com/the-kingston-trio/oh-sail-away-lyrics/,legitimate
https://www.songlyrics.com/the-letter-black-lyrics/,legitimate
https://www.songlyrics.com/the-lovemakers/falling-apart-lyrics/,legitimate
https://www.songlyrics.com/the-luyas-lyrics/,legitimate
https://www.songlyrics.com/the-luyas/too-beautiful-to-work-lyrics/,legitimate
https://www.songlyrics.com/the-offspring/americana-lyrics/,legitimate
https://www.songlyrics.com/the-pavers-lyrics/,legitimate
https://www.songlyrics.com/the-phenomenauts-lyrics/,legitimate
https://www.songlyrics.com/the-phenomenauts/science-and-honor-lyrics/,legitimate
https://www.songlyrics.com/the-pointer-sisters-lyrics/,legitimate
https://www.songlyrics.com/the-pointer-sisters/neutron-dance-lyrics/,legitimate
https://www.songlyrics.com/the-republic-tigers-lyrics/,legitimate
https://www.songlyrics.com/the-republic-tigers/fight-song-lyrics/,legitimate
https://www.songlyrics.com/the-sounds/beatbox-lyrics/,legitimate
https://www.songlyrics.com/the-sounds/crossing-the-rubicon-lyrics/,legitimate
https://www.songlyrics.com/the-tea-party/temptation-lyrics/,legitimate
https://www.songlyrics.com/the-who/baba-o-riley-lyrics/,legitimate
https://www.songlyrics.com/thee-silver-mt-zion/i-built-myself-a-metal-bird-lyrics/,legitimate
https://www.songlyrics.com/thee-silver-mt-zion/there-is-a-light-lyrics/,legitimate
https://www.songlyrics.com/think-about-life-lyrics/,legitimate
https://www.songlyrics.com/think-about-life/set-you-on-fire-lyrics/,legitimate
https://www.songlyrics.com/third-eye-blind/how-s-it-going-to-be-lyrics/,legitimate
https://www.songlyrics.com/thrice/flags-of-dawn-lyrics/,legitimate
https://www.songlyrics.com/thrice/for-miles-lyrics/,legitimate
https://www.songlyrics.com/thunderheist-lyrics/,legitimate
https://www.songlyrics.com/thunderheist/jerk-it-lyrics/,legitimate
https://www.songlyrics.com/timothy-b-schmit-lyrics/,legitimate
https://www.songlyrics.com/timothy-b-schmit/friday-night-lyrics/,legitimate
https://www.songlyrics.com/toni-tony-tone-lyrics/,legitimate
https://www.songlyrics.com/tony-toni-tone-lyrics/,legitimate
https://www.songlyrics.com/tower-of-power-lyrics/,legitimate
https://www.songlyrics.com/tragically-hip/courage-for-hugh-maclennan-lyrics/,legitimate
