url,type
https://www.canescountry.com/2011/1/22/1949658/nhl-fan-fair-details-fantasy-draft-info,legitimate
https://www.canescountry.com/2011/5/31/2198389/2011-nhl-entry-draft-preview-part-1-top-defensemen,legitimate
https://www.canfoh.org/Intro&Hist/history_of_hydrography.htm,legitimate
https://www.canhealth.com/News008.html,legitimate
https://www.canhighways.com/IN/I/469/,legitimate
https://www.canhighways.com/IN/IN/930/,legitimate
https://www.canhighways.com/MI/US/31/Page1.html,legitimate
https://www.canhighways.com/OH/US/24/,legitimate
https://www.canhighways.com/PQ/,legitimate
https://www.canhighways.com/PQ/A/10/index.html,legitimate
https://www.canhighways.com/PQ/A/20/Page1.html,legitimate
https://www.canhighways.com/PQ/A/25/index.html,legitimate
https://www.canhighways.com/PQ/A/720/index.html,legitimate
https://www.canhighways.com/PQ/PQ40-49_images/PQ40_p1_images.htm,legitimate
https://www.canhighways.com/PQ/R/138/index.html,legitimate
https://www.canilf.org/projects/afghan-school-project/,legitimate
https://www.canisius.edu/president/trustees.asp,legitimate
https://www.canlaw.com/media/media.htm,legitimate
https://www.canlawyer.ca/2372666-lawyer-page-dominic-avocat-lawyer.html,legitimate
https://www.canlii.org/en/ca/laws/stat/sc-1980-81-82-83-c-85/latest/sc-1980-81-82-83-c-85.html,legitimate
https://www.canlii.org/en/qc/laws/regu/rq-c-c-15-r8.1/latest/rq-c-c-15-r8.1.html,legitimate
https://www.canlii.org/en/qc/laws/regu/rq-c-e-3.3-r9.01/latest/rq-c-e-3.3-r9.01.html,legitimate
https://www.canlii.org/en/qc/laws/regu/rrq-c-a-33-r-7/latest/rrq-c-a-33-r-7.html,legitimate
https://www.canlyme.com/amy.html,legitimate
https://www.canmag.com/nw/9168-kat-foster-til-death,legitimate
https://www.cannabiscup.biz/,legitimate
https://www.cannabisfacts.ca/Bill-S10_Senate_100512.html,legitimate
https://www.cannedheatmusic.com/biography.html,legitimate
https://www.cannells.co.uk/,legitimate
https://www.cannoncourier.com/fight-follows-football-encounter-cms-6347,legitimate
https://www.cannonfilms.com/films2.html,legitimate
https://www.cannonschool.org/podium/default.aspx?t=41076,legitimate
https://www.canoe.ca/2000GamesBiosA2M/despatie.html,legitimate
https://www.canoe.ca/2000GamesBiosA2M/lamaze.html,legitimate
https://www.canoe.ca/2000GamesBiosA2M/lareau.html,legitimate
https://www.canoe.ca/2000GamesBiosA2M/lupien.html,legitimate
